Subsegmento,Sexo,Region,Edad,Renta,Antiguedad,Internauta,Adicional,Dualidad,Monoproducto,Ctacte,Consumo,Hipotecario,Debito,Cuentas,TC,CUPO_L1,CUPO_L2,CUPO_MX,FlgAct_T12,FlgActCN_T12,FlgActCI_T12,FlgActAN_T12,FlgActAI_T12,FlgActPAT_T12,FlgActCCPC_T12,FlgActCCOT_T12,FlgActCOL_T12,Fac_T12,Txs_T12,FacCN_T12,TxsCN_T12,FacCI_T12,TxsCI_T12,FacAN_T12,TxsAN_T12,FacAI_T12,TxsAI_T12,FacPAT_T12,TxsPAT_T12,FacCCPC_T12,TxsCCPC_T12,FacCCOT_T12,TxsCCOT_T12,FacCOL_T12,TxsCOL_T12,FacDebCom_T12,TxsDebCom_T12,FacDebAtm_T12,TxsDebAtm_T12,Col_T12,ColL1TE_T12,PagoNac_T12,PagoInt_T12,EeccNac_T12,EeccInt_T12,UsoL1_T12,UsoL2_T12,UsoLI_T12,target
210,H,13.0,34,1542408.0,23,1,0,0,0,1,0,0,1,1,1,1000000,200000.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21675.0,1.0,21675.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751778.0,676610.0,0.0,0.0,800337.0,0.0,800337.0,0.0,0.0,0
170,H,2.0,32,912502.0,6,1,0,0,0,1,0,0,1,1,1,400000,126353.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,M,13.0,33,725798.0,96,1,1,0,0,1,0,0,0,1,2,2147050,1.0,2295.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30000.0,1.0,30000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750760.0,1576471.0,70000.0,0.0,1701475.0,0.0,1701475.0,163145.0,0.0,0
160,M,2.0,31,388648.0,11,1,0,0,0,1,0,0,1,1,1,400000,1000.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210,M,13.0,33,515719.0,39,1,0,1,0,1,0,0,1,2,2,400000,80000.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26794.0,4.0,210000.0,8.0,0.0,0.0,2390837.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,M,8.0,30,572858.0,30,1,0,1,0,1,0,1,1,2,2,600000,1.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57350.0,3.0,57350.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36400.0,1.0,0.0,0.0,0.0,0.0,129096.0,6.0,135000.0,2.0,12133.0,0.0,67766.0,0.0,33083.0,0.0,33083.0,24267.0,0.0,0
160,H,13.0,33,387054.0,9,1,1,0,0,1,0,0,1,1,2,300000,60000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,8.0,30,462215.6,60,0,1,0,0,1,0,0,1,1,2,1314000,580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725151.0,70760.0,59000.0,0.0,130183.0,0.0,130183.0,608923.0,0.0,0
170,M,2.0,34,946913.0,83,1,1,1,0,1,0,0,1,2,3,2364000,300001.0,3000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,863794.0,2.0,863794.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863794.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,544000.0,12.0,287931.0,0.0,431244.0,0.0,288841.0,0.0,0.0,575863.0,0.0,0
160,M,13.0,33,429999.0,20,1,0,0,0,1,0,0,1,1,1,400000,80000.0,700.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,1.0,4990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83347.0,30.0,30500.0,0.0,43908.0,0.0,43908.0,47513.0,0.0,0
160,M,8.0,33,393046.0,21,1,0,1,0,1,0,0,1,2,2,960000,120000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9900.0,1.0,9900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,1.0,0.0,0.0,0.0,0.0,113862.0,6.0,394000.0,8.0,10050.0,0.0,24541.0,0.0,7195.0,0.0,0.0,9975.0,0.0,0
210,H,13.0,29,458541.0,30,1,1,0,0,1,0,1,1,1,2,600000,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146089.0,4.0,146089.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112084.0,2.0,0.0,0.0,0.0,0.0,63180.0,3.0,229000.0,8.0,298269.0,0.0,69405.0,0.0,59405.0,0.0,24005.0,362199.0,0.0,0
220,H,8.0,29,1009122.0,30,1,0,1,0,1,0,0,1,2,2,2050000,400000.0,2500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52495.0,2.0,52495.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,2.0,266000.0,14.0,52495.0,0.0,21980.0,0.0,54485.0,0.0,54485.0,0.0,0.0,0
220,H,13.0,30,700125.0,32,1,0,1,0,1,0,1,1,1,1,600000,2490000.0,950.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,251640.0,8.0,54000.0,4.0,3043790.0,459531.0,0.0,0.0,608180.0,0.0,608180.0,2481471.0,0.0,0
170,M,13.0,33,673336.0,8,1,0,0,0,1,0,0,1,1,1,350000,70000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,M,13.0,34,622183.0,9,1,0,0,0,1,0,0,1,1,1,435000,1049746.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
170,H,13.0,33,871096.0,9,1,0,0,0,1,0,1,1,1,1,945000,140000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,7.0,34,523083.0,33,1,0,1,0,1,0,1,1,2,2,880000,1030000.0,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63833.0,9.0,404000.0,12.0,950629.0,0.0,33250.0,0.0,44990.0,0.0,44990.0,921862.0,0.0,0
170,H,13.0,34,1869807.0,25,1,0,0,0,1,0,1,1,1,1,1125000,120000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,2.0,501209.0,0.0,33136.0,0.0,33059.0,0.0,33059.0,468605.0,0.0,0
220,M,8.0,30,120000.0,9,1,0,0,0,1,0,0,1,1,1,200000,40000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,M,13.0,33,542328.0,26,1,0,1,0,1,0,0,1,2,2,1125000,81000.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83602.0,6.0,83602.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64432.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17009.0,0.0,15883.0,0.0,21614.0,0.0,31534.0,52523.0,0.0,0
220,M,8.0,30,464164.0,13,1,0,1,0,1,0,0,1,2,2,800000,160000.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,H,13.0,31,1148983.0,72,1,0,0,0,1,0,1,1,1,1,2571760,1540001.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193655.0,9.0,685000.0,12.0,338979.0,0.0,0.0,0.0,189510.0,0.0,0.0,209891.0,0.0,0
170,M,13.0,30,835205.6,31,1,0,0,0,1,0,1,1,1,1,500000,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196565.0,22.0,148000.0,13.0,146066.0,146066.0,5000.0,0.0,152257.0,0.0,147257.0,0.0,0.0,1
160,H,13.0,34,449294.0,9,1,1,0,0,1,0,0,1,1,2,200000,2382097.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,6.0,33,431871.0,23,1,1,0,0,1,0,0,1,1,2,540000,308696.0,600.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,55279.0,2.0,40489.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14790.0,1.0,40489.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53582.0,0.0,71597.0,0.0,43159.0,0.0,43159.0,67971.0,0.0,0
170,H,4.0,32,887599.0,25,1,0,0,0,1,0,0,1,1,1,630000,6351000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140505.0,8.0,335000.0,8.0,83908.0,0.0,34255.0,0.0,84363.0,0.0,84363.0,138679.0,0.0,0
160,H,13.0,32,361085.0,10,0,0,1,0,1,0,0,1,2,2,200000,40000.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201,H,13.0,34,964585.6,81,0,0,0,0,1,0,0,1,1,1,870000,1.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162036.0,101693.0,5000.0,0.0,126978.0,0.0,126978.0,40876.0,0.0,0
170,M,5.0,34,465132.0,34,1,0,0,0,1,0,0,1,1,1,570000,360000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471141.0,4844.0,126000.0,0.0,67753.0,0.0,4901.62,466297.0,0.0,0
170,H,6.0,34,739742.0,26,1,1,1,0,1,0,0,1,2,3,2538000,2040000.0,3350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547390.0,1.0,547390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44250.0,2.0,450000.0,4.0,1827615.0,0.0,680873.0,0.0,680873.0,0.0,0.0,1715361.0,0.0,0
210,M,13.0,32,600000.0,25,1,0,0,1,0,0,0,0,1,1,775000,570963.0,800.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,113954.0,6.0,67671.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46283.0,3.0,16490.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231485.0,88134.0,80000.0,0.0,219597.0,0.0,236547.0,10993.0,0.0,0
210,H,13.0,29,1000605.0,48,1,0,0,0,1,0,0,1,1,1,2000000,400000.0,1500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48541.5059,1.0,0.0,0.0,48541.5059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161158.0,20.0,472000.0,24.0,556750.37,0.0,52237.0,0.0,26606.0,89.2,0.0,483457.0,89.2,0
160,M,13.0,33,400240.0,8,1,1,1,0,1,0,0,1,2,3,600000,120000.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,H,8.0,29,365137.0,30,1,0,0,0,1,0,0,1,1,1,200000,1.0,300.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19264.0,3.0,19264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7845.0,1.0,0.0,0.0,0.0,0.0,3180.0,1.0,152000.0,4.0,190220.0,164262.0,0.0,0.0,195775.0,0.0,198894.0,11324.0,0.0,0
160,M,13.0,29,537318.0,28,1,0,0,0,1,0,0,1,1,1,572000,80000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183561.0,4.0,154000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,M,13.0,34,401583.0,11,1,0,1,0,1,0,0,1,2,2,780000,120000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,13.0,34,928364.0,49,1,0,1,0,1,0,0,1,2,2,2877400,200001.0,5970.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,638956.0,36.0,584000.0,32.0,411757.0,0.0,75352.0,0.0,45275.0,0.0,0.0,409130.0,0.0,0
170,H,10.0,30,725386.0,33,0,1,1,0,1,0,1,1,2,3,1880375,270000.0,1800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22200.0,1.0,22200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830000.0,6.0,22200.0,0.0,38512.0,0.0,22679.0,0.0,22679.0,0.0,0.0,0
170,M,13.0,33,819418.0,32,1,0,0,0,1,0,0,1,1,1,500000,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,2.0,20000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28300.0,1.0,74000.0,2.0,185903.0,0.0,61983.0,0.0,42569.0,0.0,42569.0,137119.0,0.0,0
170,H,13.0,34,938635.0,12,1,0,1,0,1,0,0,1,2,2,2400000,400000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,H,13.0,33,830812.0,46,1,0,0,0,1,0,1,1,1,1,1450000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,221531.0,12.0,166908.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,54623.0,2.0,69890.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,2.0,79011.0,0.0,199270.0,0.0,120517.0,0.0,4286.0,46593.0,0.0,0
210,H,13.0,33,1915560.0,61,1,1,0,0,1,0,0,1,1,2,2286900,1.0,3000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188047.0,4.0,188047.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,1.0,0.0,0.0,0.0,0.0,441137.0,27.0,218000.0,9.0,41667.0,0.0,138028.0,0.0,86619.0,0.0,18550.0,83333.0,0.0,0
170,H,13.0,34,828219.0,35,0,0,0,0,1,0,1,1,1,1,500000,1.0,700.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105018.0,3.0,80838.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104400.0,5.0,147000.0,6.0,49180.0,0.0,50000.0,0.0,23034.0,0.0,103872.0,0.0,0.0,0
210,M,5.0,31,411685.0,26,1,0,1,0,1,0,0,1,2,2,1992000,180000.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93694.0,8.0,822000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,H,5.0,32,547100.0,27,1,0,0,0,1,0,0,1,1,1,1000000,207000.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15929.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15929.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38719.0,6.0,259000.0,20.0,236134.0,87550.0,30000.0,0.0,119723.0,0.0,135652.0,107660.0,0.0,0
160,M,13.0,33,683381.0,86,1,0,0,0,1,0,0,0,1,1,3412000,1562500.0,4461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31693.0,0.0,16821.0,0.0,28803.0,0.0,28803.0,15999.0,0.0,0
170,H,13.0,32,973383.0,44,1,1,0,0,1,0,1,1,1,2,725000,1.0,1100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32706.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32706.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44094.0,5.0,120000.0,4.0,329601.0,210258.0,170000.0,0.0,299378.0,0.0,322613.0,12982.0,0.0,0
170,M,13.0,34,338458.2,64,1,1,0,0,1,0,0,0,1,2,1062000,1075000.0,545.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115668.0,1.0,115668.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115668.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1092908.0,693503.0,0.0,0.0,804817.0,0.0,804817.0,319831.0,0.0,0
220,H,5.0,30,403453.0,28,1,0,1,0,1,0,0,1,2,2,400000,80000.0,450.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58570.0,10.0,58570.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,146000.0,6.0,59096.0,58.0,43443.0,0.0,45790.0,0.0,64084.0,9933.0,0.0,0
160,M,5.0,32,389487.0,7,1,0,0,0,1,0,0,1,1,1,600000,120000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,1.0,34,453616.0,33,0,0,1,0,1,0,0,1,2,2,1568100,61000.0,1350.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40308.0,2.0,16217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24091.0,1.0,0.0,0.0,16217.0,1.0,0.0,0.0,0.0,0.0,474000.0,6.0,58621.0,0.0,24056.0,0.0,51069.0,0.0,0.0,35922.0,0.0,0
170,H,13.0,34,671753.0,21,0,0,0,0,1,0,0,1,1,1,300000,60000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220,H,5.0,31,245000.0,26,1,0,0,0,1,0,0,1,1,1,200000,40000.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,1.0,42043.0,0.0,33271.0,0.0,33273.0,0.0,33273.0,32819.0,0.0,0
160,H,13.0,31,307992.0,7,1,0,0,0,1,0,0,1,1,1,200000,40000.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,M,9.0,30,677662.0,27,1,0,1,0,1,0,1,1,2,2,600000,120000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79814.0,20.0,290000.0,8.0,33996.0,0.0,0.0,0.0,16847.0,0.0,16847.0,17114.0,0.0,0
160,H,1.0,34,442519.0,15,0,0,0,0,1,0,0,1,1,1,840000,100000.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66428.0,12018.0,20000.0,0.0,61580.0,0.0,61580.0,27632.0,0.0,0
210,H,5.0,31,493563.0,29,1,0,0,0,1,0,1,1,1,1,411000,60000.0,600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44491.0,1.0,44491.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,3.0,93617.0,0.0,65488.0,0.0,65488.0,0.0,0.0,74848.0,0.0,0
220,M,9.0,29,451426.0,9,1,0,0,0,1,0,0,1,1,1,600000,120000.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,M,9.0,30,451318.0,25,0,0,1,0,1,0,0,1,2,2,400000,160000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271605.0,253195.0,21767.0,0.0,279065.0,0.0,279065.0,6422.0,0.0,0
170,H,13.0,34,1213591.0,10,1,0,1,0,1,0,0,1,2,2,600000,120000.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
160,H,13.0,30,541831.0,29,1,0,1,0,1,0,0,1,3,3,2685100,400000.0,2630.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60899.0,2.0,43899.0,1.0,0.0,0.0,17000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43899.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43899.0,0.0,25034.0,0.0,3685.0,0.0,0.0,44076.0,0.0,0
160,H,1.0,33,535682.0,29,1,0,0,0,1,0,0,1,1,1,595320,3086164.0,300.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22980.0,1.0,22980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22980.0,1.0,0.0,0.0,0.0,0.0,137165.0,11.0,225000.0,8.0,97325.0,31866.0,23000.0,0.0,70889.0,0.0,70889.0,44384.0,0.0,0
170,H,13.0,34,769216.0,25,1,1,0,0,1,0,1,0,1,2,1820000,200000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108418.0,12.0,108418.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103308.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318760.0,183966.0,0.0,0.0,295387.0,0.0,295387.0,159308.0,0.0,0
220,H,9.0,30,447263.6,71,1,0,0,0,1,0,0,1,1,1,200000,11650.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,1.0,66000.0,4.0,188750.0,188750.0,5000.0,0.0,196623.0,0.0,196623.0,0.0,0.0,0
160,H,13.0,31,416481.0,7,1,0,1,0,1,0,0,1,2,2,1070000,250000.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,M,5.0,32,658783.0,25,1,0,0,0,1,0,0,1,1,1,500000,2590000.0,800.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24900.0,1.0,24900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24900.0,1.0,0.0,0.0,0.0,0.0,5790.0,1.0,467000.0,9.0,2811134.0,204711.0,400000.0,0.0,295166.0,-0.44,295166.0,2584375.0,-0.44,0
220,M,13.0,30,411884.0,17,1,0,0,0,1,0,0,1,1,1,300000,60000.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106973.0,4.0,106973.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106973.0,4.0,0.0,0.0,0.0,0.0,44709.0,5.0,116000.0,4.0,57435.0,0.0,34527.0,0.0,57972.0,0.0,57972.0,86531.0,0.0,0
160,M,5.0,31,521373.0,6,1,0,1,0,1,0,0,1,2,2,600000,120000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,6.0,31,342621.0,14,1,0,1,0,1,0,0,1,2,2,1000000,200000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93740.0,6.0,93740.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50690.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80240.0,0.0,55453.0,0.0,69473.0,0.0,90766.0,73561.0,0.0,0
170,H,1.0,30,886711.0,28,1,0,1,0,1,0,0,1,2,2,1300000,71000.0,700.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123804.0,1.0,123804.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123804.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,4.0,416956.0,0.0,258416.0,0.0,214024.0,0.0,14024.0,442414.0,0.0,0
160,H,13.0,29,560000.0,10,1,0,1,0,1,0,1,1,2,2,1638000,240000.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
