Subsegmento,Sexo,Region,Edad,Renta,Antiguedad,Internauta,Adicional,Dualidad,Monoproducto,Ctacte,Consumo,Hipotecario,Debito,Cuentas,TC,CUPO_L1,CUPO_L2,CUPO_MX,FlgAct_T12,FlgActCN_T12,FlgActCI_T12,FlgActAN_T12,FlgActAI_T12,FlgActPAT_T12,FlgActCCPC_T12,FlgActCCOT_T12,FlgActCOL_T12,Fac_T12,Txs_T12,FacCN_T12,TxsCN_T12,FacCI_T12,TxsCI_T12,FacAN_T12,TxsAN_T12,FacAI_T12,TxsAI_T12,FacPAT_T12,TxsPAT_T12,FacCCPC_T12,TxsCCPC_T12,FacCCOT_T12,TxsCCOT_T12,FacCOL_T12,TxsCOL_T12,FacDebCom_T12,TxsDebCom_T12,FacDebAtm_T12,TxsDebAtm_T12,Col_T12,ColL1TE_T12,PagoNac_T12,PagoInt_T12,EeccNac_T12,EeccInt_T12,UsoL1_T12,UsoL2_T12,UsoLI_T12,target
220,M,10.0,31,337831.0,14,1,1,1,0,1,0,0,1,2,3,400000,120000.0,600.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7999.0,1.0,7999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.0,1.0,0.0,0.0,0.0,0.0,23388.0,2.0,834000.0,24.0,53272.0,0.0,54390.0,0.0,57057.0,0.0,57057.0,40313.0,0.0,0
160,M,8.0,34,295754.0,18,0,0,0,0,1,0,0,1,1,1,200000,40000.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107590.0,2.0,107590.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,2.0,139274.0,34521.0,40000.0,0.0,71332.0,0.0,71332.0,133814.0,0.0,1
210,H,13.0,31,1349294.0,21,1,0,0,0,1,0,0,1,1,1,1000000,200000.0,1500.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61801.0,3.0,48701.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9985.0,1.0,44895.0,1.0,986969.0,0.0,120514.0,0.0,180829.0,0.0,180829.0,773444.0,0.0,0
170,H,13.0,34,1796932.0,62,1,0,0,0,1,0,0,1,1,1,2192400,1.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79480.0,7.0,161000.0,8.0,387426.0,0.0,0.0,0.0,19633.0,0.0,19633.0,368248.0,0.0,0
170,H,13.0,31,742357.0,37,1,0,0,0,1,0,0,1,1,1,875000,140000.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53000.0,1.0,53000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115790.0,8.0,112000.0,6.0,336572.0,262172.0,15000.0,0.0,347362.0,0.0,347362.0,0.0,0.0,0
160,H,10.0,35,446126.0,13,1,0,0,0,1,0,0,1,1,1,480000,90000.0,800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42850.0,2.0,42850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.0,0.0,0.0,59567.0,7.0,108000.0,6.0,45836.0,0.0,3000.0,0.0,9432.0,0.0,9432.0,43418.0,0.0,0
220,H,13.0,31,571861.0,23,1,0,1,0,1,0,0,1,2,2,1200000,200000.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50206.0,4.0,50206.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41736.0,0.0,57207.0,0.0,122.0,0.0,0.0,0.0,0.0,0
170,M,13.0,35,943645.0,81,1,1,1,0,1,0,0,1,2,4,600000,2.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72125.0,7.0,72125.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26660.0,4.0,38186.0,2.0,0.0,0.0,0.0,0.0,14000.0,2.0,1494463.0,1420673.0,31000.0,0.0,1574222.0,0.0,1546170.0,73497.0,0.0,0
170,H,13.0,31,610099.0,7,1,1,1,0,1,0,0,1,2,3,1000000,200000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,M,13.0,31,508200.0,17,0,0,1,0,1,0,0,1,2,2,1300000,260000.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220614.0,14.0,296000.0,14.0,30832.0,30832.0,5000.0,0.0,32548.0,0.0,32548.0,0.0,0.0,1
170,H,13.0,34,756422.0,23,1,0,0,0,1,0,1,1,1,1,1000000,1530205.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68434.0,3.0,68434.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85003.0,5.0,37000.0,1.0,151124.0,0.0,702413.0,0.0,32489.0,0.0,65124.0,34570.0,0.0,0
170,H,7.0,34,1189633.0,29,1,0,1,0,1,0,1,1,2,2,2380000,2.0,3000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136720.0,9.0,136720.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315233.0,39587.0,24000.0,0.0,315501.0,0.0,315501.0,23711.0,0.0,0
160,M,13.0,31,376230.0,10,1,0,1,0,1,0,0,1,2,2,600000,120000.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,H,13.0,33,414459.0,9,1,0,0,0,1,0,0,1,1,1,429000,60000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210,H,13.0,32,837168.0,32,1,0,0,0,1,0,0,1,1,1,625000,100000.0,800.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37736.5777,2.0,18334.0,1.0,19402.5777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24370.0,2.0,377000.0,15.0,104976.58,67240.0,0.0,0.0,89103.0,35.97,89103.0,0.0,35.97,0
160,M,8.0,31,528204.0,68,1,1,0,0,1,0,0,1,1,2,1026000,680000.0,690.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193299.0,9.0,193299.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110214.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181214.0,0.0,171041.0,0.0,144841.0,0.0,168841.0,138751.0,0.0,0
201,H,13.0,33,497716.4,100,1,1,1,0,1,0,1,1,2,3,1290000,10001.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,H,6.0,34,820356.0,47,1,1,0,0,1,0,1,1,1,2,3584840,350000.0,2450.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,62880.0,4.0,42080.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20800.0,1.0,0.0,0.0,32080.0,1.0,0.0,0.0,25850.0,2.0,100000.0,1.0,62880.0,0.0,0.0,0.0,33851.0,0.0,33851.0,32209.0,0.0,0
170,H,13.0,33,345404.8,83,1,0,1,0,1,0,0,1,2,2,1509300,180000.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,M,13.0,33,595819.2,55,1,1,0,1,0,0,0,0,1,2,630000,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51980.0,1.0,51980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80586.0,40794.0,12000.0,0.0,71498.0,0.0,71498.0,45886.0,0.0,0
160,H,13.0,34,500354.0,24,1,0,1,0,1,0,0,1,2,2,600000,1299740.0,1000.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.0,8.0,648000.0,26.0,19230.0,0.0,61707.0,0.0,11295.0,0.0,11295.0,8390.0,0.0,1
170,H,13.0,34,399999.0,37,1,0,1,0,1,0,0,1,2,2,1960500,192001.0,2250.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87742.0,5.0,29009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58733.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27690.0,2.0,200000.0,2.0,87742.0,0.0,33132.0,0.0,88197.0,0.0,88197.0,0.0,0.0,0
170,H,13.0,35,606165.0,16,1,1,0,0,1,0,1,1,1,2,780000,120000.0,600.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246799.0,29.0,246799.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,3.0,257079.0,0.0,0.0,0.0,242429.0,0.0,268959.0,0.0,0.0,0
170,H,6.0,35,855433.0,65,1,0,0,0,1,0,0,1,1,1,1652400,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33230.0,2.0,21840.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11390.0,1.0,21840.0,1.0,0.0,0.0,0.0,0.0,44214.0,8.0,285000.0,11.0,91554.0,72884.0,20000.0,0.0,94935.0,0.0,94935.0,14560.0,0.0,0
160,M,13.0,34,500002.0,6,1,0,1,0,1,0,0,1,2,2,600000,120000.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,13.0,35,647176.0,21,1,0,1,0,1,0,0,1,2,2,1425000,200000.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10000.0,1.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136000.0,8.0,67289.0,0.0,42968.0,0.0,66414.0,0.0,66414.0,16326.0,0.0,0
210,H,13.0,33,1092925.2,80,1,1,1,0,1,0,0,1,2,3,2446000,3120001.0,4875.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,230078.0,11.0,230078.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97400.0,2.0,31568.0,1.0,0.0,0.0,0.0,0.0,182000.0,10.0,3475656.0,5491.0,183847.0,0.0,325794.0,0.0,325794.0,3229755.0,0.0,0
170,M,8.0,35,774303.0,29,1,0,1,0,1,0,1,1,2,2,400000,650000.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88040.0,8.0,294000.0,12.0,1025073.0,381887.0,62000.0,0.0,449616.0,0.0,449616.0,602131.0,0.0,0
220,M,10.0,31,680725.0,17,1,0,1,0,1,0,0,1,2,2,800000,160000.0,800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,6.0,31000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560000.0,22.0,26000.0,0.0,34607.0,0.0,34607.0,0.0,26000.0,0.0,0.0,0
160,M,13.0,34,385277.0,16,1,1,0,0,1,0,0,1,1,2,300000,60000.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0,1.0,5880.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106953.0,10.0,47000.0,3.0,25874.0,0.0,57146.0,0.0,67115.0,0.0,72995.0,76657.0,0.0,0
210,H,5.0,34,1260000.0,61,1,1,0,0,1,0,0,1,1,2,700000,2.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8990.0,1.0,8990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266000.0,10.0,479590.0,394067.0,12000.0,0.0,457375.0,0.0,457375.0,38266.0,0.0,0
170,H,10.0,35,1362606.0,17,1,0,0,0,1,0,1,1,1,1,1000000,200000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234231.0,234231.0,25000.0,0.0,243507.0,0.0,243507.0,0.0,0.0,1
170,H,13.0,34,1071333.0,14,0,1,1,0,1,0,0,1,2,4,1300000,260000.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,M,13.0,34,665482.0,17,1,0,1,0,1,0,0,1,2,2,1200000,200000.0,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137974.0,4.0,137974.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124927.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1630000.0,12.0,624730.0,324087.0,30000.0,0.0,490598.0,0.0,490598.0,250346.0,0.0,0
160,M,13.0,34,433187.0,35,1,0,1,0,1,0,0,1,2,2,1731875,353001.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10797.0,1.0,10797.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.0,1.0,0.0,0.0,0.0,0.0,62732.0,5.0,540000.0,5.0,189862.0,145003.0,35000.0,0.0,190758.0,0.0,190758.0,20885.0,0.0,0
170,H,13.0,34,1298959.0,30,0,0,0,0,1,0,1,1,1,1,625000,100000.0,850.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151960.0,1.0,151960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444821.0,444821.0,36000.0,0.0,462419.0,0.0,463235.0,151960.0,0.0,0
160,H,13.0,34,425403.0,25,0,0,1,0,1,0,0,1,2,2,1985000,430000.0,2900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19650.0,2.0,19650.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96000.0,8.0,37971.0,18813.0,0.0,0.0,39171.0,0.0,48021.0,8357.0,0.0,0
160,H,13.0,34,521909.0,38,0,0,0,0,1,0,0,1,1,1,400000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,63205.0,3.0,63205.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17635.0,1.0,33960.0,1.0,0.0,0.0,0.0,0.0,1067000.0,11.0,129225.0,0.0,64036.0,0.0,64230.0,0.0,75840.0,121482.0,0.0,0
170,H,13.0,35,608796.0,51,1,1,0,0,1,0,1,1,1,2,575000,100000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143941.0,4.0,143941.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114844.0,7.0,230000.0,8.0,67863.0,0.0,569768.0,0.0,67863.0,0.0,143941.0,0.0,0.0,0
170,H,13.0,34,2191850.0,86,1,1,1,0,1,0,0,1,2,3,2115000,360000.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275530.0,8.0,388000.0,8.0,1150395.0,1150395.0,0.0,0.0,1195536.0,0.0,1195536.0,0.0,0.0,0
160,M,13.0,34,430199.0,10,1,1,0,0,1,0,0,1,1,2,560000,80000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,M,13.0,34,715833.0,67,0,1,1,0,1,0,0,1,2,3,1556000,2.0,3580.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35915.0,2.0,20200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15715.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72068.0,4.0,896000.0,16.0,64813.0,0.0,196326.0,0.0,46004.0,-0.52,46004.0,19264.0,-0.52,0
170,M,13.0,34,756747.0,19,1,1,0,0,1,0,1,1,1,2,400000,2655929.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11395.0,0.0,25.0,0.0,25.0,0.0,0.0,1
170,H,13.0,35,868404.0,8,1,0,0,0,1,0,0,1,1,1,700000,140000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,H,13.0,34,845680.0,56,1,1,1,0,1,0,0,1,2,3,2079200,1530000.0,3188.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18920.0,1.0,18920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12193.0,2.0,0.0,0.0,189148.0,170228.0,18436.0,0.0,196086.0,0.0,196086.0,0.0,0.0,0
170,H,13.0,34,701565.0,65,1,0,0,0,1,0,0,1,1,1,1282500,2370000.0,2565.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8050.0,1.0,8050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246479.0,13.0,186000.0,17.0,2682362.0,280372.0,254000.0,0.0,389029.0,0.0,389029.0,2364921.0,0.0,0
210,M,10.0,31,401929.0,29,1,1,1,0,1,0,1,1,2,3,1200000,531000.0,700.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32722.0,2.0,32722.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56690.0,10.0,0.0,0.0,6990.0,0.0,0.0,0.0,1990.0,0.0,-3258.0,0.0,0.0,0
220,H,13.0,33,393971.0,21,0,0,0,0,0,0,0,1,1,1,100000,1000.0,150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52440.0,3.0,52440.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16980.0,1.0,0.0,0.0,56692.0,1.0,662000.0,8.0,81941.0,0.0,115134.0,0.0,77224.0,0.0,0.0,46092.0,0.0,0
170,M,13.0,33,879538.0,28,1,0,0,0,1,0,0,1,1,1,1450000,190251.0,1767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210630.0,8.0,336000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,M,9.0,33,531218.2,7,0,0,1,0,1,0,0,1,2,2,350000,70000.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210,H,13.0,33,715315.0,110,1,0,0,0,1,0,0,1,1,1,1745000,1.0,1995.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,652571.9739,3.0,639200.0,1.0,13371.9739,2.0,0.0,0.0,0.0,0.0,0.0,0.0,639200.0,1.0,0.0,0.0,0.0,0.0,117722.0,7.0,368000.0,6.0,226423.92,6884.0,140.0,0.0,0.0,12.79,7130.66,639200.0,12.0,0
160,M,5.0,35,495866.0,48,0,0,1,0,1,0,0,1,2,2,2404804,100002.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458708.0,458708.0,15000.0,0.0,477176.0,0.0,477176.0,0.0,0.0,0
170,H,5.0,34,768354.0,28,1,1,1,0,1,0,1,1,2,3,600000,120000.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76924.0,6.0,76924.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66560.0,4.0,0.0,0.0,0.0,0.0,8974.0,2.0,826000.0,30.0,665295.0,493760.0,136192.0,0.0,606865.0,0.0,606865.0,131472.0,0.0,0
170,H,13.0,33,1189525.0,15,1,0,1,0,1,0,0,1,2,2,1080000,240000.0,1888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213476.0,18.0,905000.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,H,13.0,33,468578.0,21,1,0,1,0,1,0,0,1,2,2,1537000,240000.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,1.0,22000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328030.0,24.0,252000.0,12.0,22000.0,0.0,41980.0,0.0,23990.0,0.0,23990.0,0.0,0.0,0
160,H,13.0,33,590405.0,24,1,1,0,0,1,0,0,1,1,2,300000,60000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36817.0,8.0,65000.0,5.0,456302.0,409985.0,100000.0,0.0,473337.0,0.0,473337.0,9996.0,0.0,0
170,H,13.0,35,1535278.0,15,1,1,0,0,1,0,1,1,1,2,700000,140000.0,700.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,238284.3675,9.0,0.0,0.0,238284.3675,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174543.0,8.0,404000.0,14.0,1054804.37,593103.0,19000.0,0.0,690086.0,57.98,690086.0,150998.0,441.75,0
170,H,13.0,35,1013732.0,39,1,1,0,0,1,0,1,1,1,2,400000,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,H,13.0,35,774946.0,71,0,0,1,0,1,0,0,1,2,2,2498000,16001.0,3300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79089.0,7.0,79089.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452000.0,22.0,58175.0,0.0,99104.0,0.0,47122.0,0.0,93402.0,0.0,0.0,0
220,M,11.0,31,201500.0,24,1,0,0,0,1,0,0,1,1,1,300000,60000.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,4.0,118006.0,0.0,129126.0,0.0,90627.0,0.0,90627.0,55668.0,0.0,0
160,H,10.0,31,412999.0,9,1,0,1,0,1,0,0,1,2,2,900000,120000.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,H,10.0,31,605680.0,19,1,0,0,0,1,0,0,1,1,1,500000,100000.0,800.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184306.0,10.0,184306.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52832.0,3.0,144000.0,3.0,43088.0,0.0,0.0,0.0,159214.0,0.0,55890.0,5330.0,0.0,0
170,H,13.0,31,336313.0,11,0,0,0,0,1,0,0,1,1,1,230000,20000.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35950.0,3.0,35950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14990.0,1.0,17980.0,1.0,0.0,0.0,0.0,0.0,100000.0,1.0,25957.0,0.0,0.0,0.0,11342.0,0.0,11342.0,28045.0,0.0,0
170,H,13.0,34,722000.0,47,1,0,0,0,1,0,1,1,1,1,1000000,500000.0,1500.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159402.0,7.0,152002.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,167447.0,8.0,367000.0,14.0,81674.0,0.0,159402.0,0.0,106600.0,0.0,0.0,0.0,0.0,1
210,M,10.0,32,1221093.0,35,1,0,1,0,1,0,1,1,2,2,2892000,600000.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311196.0,16.0,200000.0,8.0,111094.0,153.0,113891.0,0.0,112415.0,0.0,112415.0,0.0,0.0,0
160,M,13.0,35,378193.0,10,1,0,1,0,1,0,0,1,2,2,1265000,210000.0,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
